artistId,artId,artistName,artTitle,artImage,artPrice,artGenre,artTags,artYear,artRate,purchased
28,460,Cimabue,angelos-akotanos-saint-anne-with-the-virgin-15th-century,https://uploads5.wikiart.org/00332/images/orthodox-icons/angelos-akotanos-saint-anne-with-the-virgin-15th-century.jpg!Large.jpg,94291,icon,,2018,6,0
21,461,Pisanello,ascension-candia-15th-c,https://uploads8.wikiart.org/00332/images/orthodox-icons/ascension-candia-15th-c.jpg!Large.jpg,77733,icon,,2019,10,0
9,462,Herrad of Landsberg,assumption-of-st-demetrios-candia-15th-c,https://uploads7.wikiart.org/00332/images/orthodox-icons/assumption-of-st-demetrios-candia-15th-c.jpg!Large.jpg,12684,icon,,2021,2,1
30,463,Giotto,chanter-angelos-akotandos-st-george-on-horseback-slaying-the-dragon-google-art-project,https://uploads8.wikiart.org/00332/images/orthodox-icons/chanter-angelos-akotandos-st-george-on-horseback-slaying-the-dragon-google-art-project.jpg!Large.jpg,34481,icon,,2018,9,1
19,464,Limbourg brothers,creta-san-giorgio-a-cavallo-140145ca-mi351!Large,https://uploads4.wikiart.org/00332/images/orthodox-icons/creta-san-giorgio-a-cavallo-1400-1450-ca-mi351.JPG!Large.JPG,11365,icon,,2019,5,1
46,465,Lo Scheggia,harrowing-of-hell-15th-c-byzantine-hermitage,https://uploads2.wikiart.org/00332/images/orthodox-icons/harrowing-of-hell-15th-c-byzantine-hermitage.jpg!Large.jpg,14624,icon,,2020,5,1
1,466,Byzantine Mosaics,tivity-cretan-school-15th-c,https://uploads5.wikiart.org/00332/images/orthodox-icons/nativity-cretan-school-15th-c.jpg!Large.jpg,98782,icon,,2019,9,0
30,467,Giotto,panagia-glykophilousa-crete-15cent-museum-of-the-russian-icon.png!Large.png,https://uploads1.wikiart.org/00332/images/orthodox-icons/panagia-glykophilousa-crete-15cent-museum-of-the-russian-icon.png!Large.png,64175,icon,,2021,2,0
42,468,Jacopo Bellini,panteleimon-by-byzantine-anonymous-15th-c-pushkin-museum,https://uploads5.wikiart.org/00332/images/orthodox-icons/panteleimon-by-byzantine-anonymous-15th-c-pushkin-museum.jpg!Large.jpg,44001,icon,,2018,10,0
12,469,Claricia,pantokrator-by-byzantine-anonim-poss-by-angelus-15th-c-pushkin-museum,https://uploads0.wikiart.org/00332/images/orthodox-icons/pantokrator-by-byzantine-anonim-poss-by-angelus-15th-c-pushkin-museum.jpg!Large.jpg,61759,icon,,2021,4,0
8,470,Hildegard of Bingen,s-george-candia-late-15th-c,https://uploads3.wikiart.org/00332/images/orthodox-icons/s-george-candia-late-15th-c.jpg!Large.jpg,68491,icon,,2018,7,0
19,471,Limbourg brothers,saint-george-diasoritos-by-byzantine-anonym-15th-c-pushkin-museum,https://uploads4.wikiart.org/00332/images/orthodox-icons/saint-george-diasoritos-by-byzantine-anonym-15th-c-pushkin-museum.jpg,58970,icon,,2021,6,0
13,472,Pietro Lorenzetti,saint-george-icon-in-pyrgos-santorini,https://uploads4.wikiart.org/00332/images/orthodox-icons/saint-george-icon-in-pyrgos-santorini.jpg!Large.jpg,31937,icon,,2020,8,1
28,473,Cimabue,icon-with-the-virgin-nursing-the-child-15th-cent-at-the-byzantine-and-christian-museum-on-12-april,https://uploads2.wikiart.org/00332/images/orthodox-icons/icon-with-the-virgin-nursing-the-child-15th-cent-at-the-byzantine-and-christian-museum-on-12-april.jpg!Large.jpg,28072,icon,,2021,9,1
30,474,Giotto,st-george-google-art-project,https://uploads4.wikiart.org/00332/images/orthodox-icons/st-george-google-art-project.jpg!Large.jpg,98202,icon,,2019,4,0
40,475,Fra Angelico,xv,https://uploads6.wikiart.org/00333/images/orthodox-icons/2-xv.jpg,85698,icon,,2018,7,0
12,476,Claricia,our-lady-of-perpetual-help-by-andreas-ritzos-s-school-15th-c-pushkin-museum,https://uploads6.wikiart.org/00332/images/orthodox-icons/our-lady-of-perpetual-help-by-andreas-ritzos-s-school-15th-c-pushkin-museum.jpg!Large.jpg,29184,icon,,2019,4,1
25,477,Viking art,dormition-of-virgin-mary-15th-c-cretan-school,https://uploads3.wikiart.org/00332/images/orthodox-icons/dormition-of-virgin-mary-15th-c-cretan-school.jpg!Large.jpg,91281,icon,,2021,7,0
23,478,Bartolome Bermejo,prophet-elijah-icon,https://uploads4.wikiart.org/00332/images/orthodox-icons/prophet-elijah-icon.jpg!Large.jpg,80094,icon,,2019,3,0
22,479,Stefan Lochner,royal-doors-with-annunciation-school-of-andreas-ritzos-15-16th-c-pushkin-museum,https://uploads1.wikiart.org/00332/images/orthodox-icons/royal-doors-with-annunciation-school-of-andreas-ritzos-15-16th-c-pushkin-museum.jpg!Large.jpg,93052,icon,,2020,6,0
17,480,Gentile da Fabriano,the-deesis-and-the-twelve-great-feasts,https://uploads5.wikiart.org/00332/images/orthodox-icons/the-deesis-and-the-twelve-great-feasts.jpg!Large.jpg,22641,icon,,2021,7,1
33,481,Luca di Tommé,virgin-and-child-icon,https://uploads6.wikiart.org/00332/images/orthodox-icons/virgin-and-child-icon.jpg!Large.jpg,80662,icon,,2019,9,0
27,482,Fayum portrait,virgin-madre-della-consolazione,https://uploads7.wikiart.org/00332/images/orthodox-icons/virgin-madre-della-consolazione.jpg!Large.jpg,85271,icon,,2021,4,0
26,483,Toros Roslin,virgin-of-tenderness-icon,https://uploads1.wikiart.org/00332/images/orthodox-icons/virgin-of-tenderness-icon.jpg!Large.jpg,16492,icon,,2019,8,1
27,484,Fayum portrait,virgin-of-the-passion,https://uploads6.wikiart.org/00332/images/orthodox-icons/virgin-of-the-passion.jpg!Large.jpg,10802,icon,,2018,8,1
47,485,Domenico Veneziano,,https://uploads4.wikiart.org/00338/images/orthodox-icons/17.jpg,91360,icon,,2020,7,0
25,486,Viking art,holy-wisdom-created-home-1,https://uploads2.wikiart.org/00338/images/orthodox-icons/holy-wisdom-created-home-1.jpg!Large.jpg,69318,icon,,2020,1,0
49,487,Nuno Gonçalves,holy-wisdom-16th-c-novgorod-museum-1,https://uploads3.wikiart.org/00338/images/orthodox-icons/holy-wisdom-16th-c-novgorod-museum-1.jpg!Large.jpg,52541,icon,,2018,3,0
40,488,Fra Angelico,nizhny-novgorod-burning-bush,https://uploads4.wikiart.org/00338/images/orthodox-icons/nizhny-novgorod-burning-bush.jpg!Large.jpg,41613,icon,,2020,2,0
26,489,Toros Roslin,saint-demetrius-school-of-andreas-ritzos-16th-c-pushkin-museum,https://uploads2.wikiart.org/00332/images/orthodox-icons/saint-demetrius-school-of-andreas-ritzos-16th-c-pushkin-museum.jpg!Large.jpg,38921,icon,,2020,7,1
13,490,Pietro Lorenzetti,,https://uploads3.wikiart.org/00333/images/orthodox-icons/.jpg!Large.jpg,99019,icon,,2020,2,0
4,491,Ivan Rutkovych,ly-wisdom-16th-c-sophia-cathedral-novgorod-1,https://uploads4.wikiart.org/00338/images/orthodox-icons/holy-wisdom-16th-c-sophia-cathedral-novgorod-1.jpg!Large.jpg,77490,icon,,2018,7,0
13,492,Pietro Lorenzetti,2,https://uploads3.wikiart.org/00333/images/orthodox-icons/2.jpg,80376,icon,,2021,3,0
48,493,Piero della Francesca,15575-symeon-stylites-anagoria!Large,https://uploads8.wikiart.org/00332/images/orthodox-icons/1550-75-symeon-stylites-anagoria.JPG!Large.JPG,44068,icon,,2018,2,0
16,494,Melchior Broederlam,st-basil-and-prince-vasily,https://uploads2.wikiart.org/00332/images/orthodox-icons/st-basil-and-prince-vasily.jpg!Large.jpg,90116,icon,,2018,5,0
9,495,Herrad of Landsberg,russian-presentation-of-the-virgin-in-the-temple-and-the-virgin-of-the-burning-bush-walters-372664,https://uploads2.wikiart.org/00338/images/orthodox-icons/russian-presentation-of-the-virgin-in-the-temple-and-the-virgin-of-the-burning-bush-walters-372664.jpg!Large.jpg,58674,icon,,2021,5,0
2,496,Orthodox Icons,9,https://uploads4.wikiart.org/00338/images/orthodox-icons/9.jpg!Large.jpg,88749,icon,,2018,6,0
29,497,Duccio,holy-wisdom-16th-c-vologda-museum-1,https://uploads2.wikiart.org/00338/images/orthodox-icons/holy-wisdom-16th-c-vologda-museum-1.jpg!Large.jpg,77307,icon,,2018,8,0
22,498,Stefan Lochner,60598b49edc2c9613c851aef,https://uploads0.wikiart.org/00333/images/orthodox-icons/60598b49edc2c9613c851aef.jpg!Large.jpg,74816,icon,,2018,10,0
30,499,Giotto,xvi,https://uploads6.wikiart.org/00333/images/orthodox-icons/xvi.jpg!Large.jpg,88812,icon,,2018,4,0
26,500,Toros Roslin,battle-between-novgorod-and-suzdal-16th-c-grm,https://uploads3.wikiart.org/00332/images/orthodox-icons/battle-between-novgorod-and-suzdal-16th-c-grm.jpg!Large.jpg,20573,icon,,2021,7,1
4,501,Ivan Rutkovych,praises-of-the-theotokos-circle-of-ioannis-apakas-c-160pushkin-museum-01,https://uploads5.wikiart.org/00332/images/orthodox-icons/praises-of-the-theotokos-circle-of-ioannis-apakas-c-1600-pushkin-museum-01.jpg!Large.jpg,16315,icon,,2019,6,1
38,502,Donatello,john-the-angel-of-desert-circle-of-michael-damaskenos-16th-c-pushkin-museum,https://uploads6.wikiart.org/00332/images/orthodox-icons/john-the-angel-of-desert-circle-of-michael-damaskenos-16th-c-pushkin-museum.jpg!Large.jpg,35440,icon,,2021,1,1
33,503,Luca di Tommé,john-the-angel-of-desert-school-of-andreas-ritzos-16th-c-pushkin-museum,https://uploads2.wikiart.org/00332/images/orthodox-icons/john-the-angel-of-desert-school-of-andreas-ritzos-16th-c-pushkin-museum.jpg!Large.jpg,29052,icon,,2018,9,1
42,504,Jacopo Bellini,holy-wisdom-by-j-dementiev-and-v-novgorodets-1618-vologda-cathedral-1,https://uploads0.wikiart.org/00338/images/orthodox-icons/holy-wisdom-by-j-dementiev-and-v-novgorodets-1618-vologda-cathedral-1.jpg!Large.jpg,28869,icon,,2018,9,1
48,505,Piero della Francesca,nikita-besogon-xvi-c,https://uploads5.wikiart.org/00338/images/orthodox-icons/nikita-besogon-xvi-c.jpg!Large.jpg,73548,icon,,2019,1,0
10,506,Nicholas of Verdun,onenkalender-1973-09-1.png!Large.png,https://uploads0.wikiart.org/00338/images/orthodox-icons/ikonenkalender-1973-09-1.png!Large.png,17581,icon,,2019,4,1
9,507,Herrad of Landsberg,virgin-of-mercy-ikon-ukraine-17-century,https://uploads6.wikiart.org/00333/images/orthodox-icons/virgin-of-mercy-ikon-ukraine-17-century.jpg!Large.jpg,61457,icon,,2018,6,0
20,508,Álvaro Pires de Évora,6059b2a1edc2c9613c906d3e!Large,https://uploads0.wikiart.org/00333/images/orthodox-icons/6059b2a1edc2c9613c906d3e.JPG!Large.JPG,45646,icon,,2019,3,0
6,509,Romanesque Architecture,christopher-icon,https://uploads0.wikiart.org/00338/images/orthodox-icons/christopher-icon.jpg,90148,icon,,2018,8,0
32,510,Giovanni da Milano,holy-wisdom-17th-c-yaroslavl-museum-1,https://uploads4.wikiart.org/00338/images/orthodox-icons/holy-wisdom-17th-c-yaroslavl-museum-1.jpg!Large.jpg,99429,icon,,2018,8,0
48,511,Piero della Francesca,5-Jan,https://uploads6.wikiart.org/00338/images/orthodox-icons/1-5.jpg!Large.jpg,36574,icon,,2018,10,1
12,512,Claricia,1-xvii,https://uploads8.wikiart.org/00333/images/orthodox-icons/1-xvii.jpg,98440,icon,,2021,4,0
15,513,Ambrogio Lorenzetti,ii-virgin-of-the-sigh,https://uploads6.wikiart.org/00332/images/orthodox-icons/ii-virgin-of-the-sigh.jpg!Large.jpg,26069,icon,,2021,4,1
16,514,Melchior Broederlam,sofronia-icon,https://uploads7.wikiart.org/00332/images/orthodox-icons/sofronia-icon.jpg!Large.jpg,81134,icon,,2019,3,0
2,515,Orthodox Icons,nikita-icon,https://uploads5.wikiart.org/00332/images/orthodox-icons/nikita-icon.jpg!Large.jpg,62009,icon,,2021,6,0
8,516,Hildegard of Bingen,crucifixion-with-saint-john-the-baptist-macedonia-17th-c-pushkin-museum,https://uploads2.wikiart.org/00332/images/orthodox-icons/crucifixion-with-saint-john-the-baptist-macedonia-17th-c-pushkin-museum.jpg!Large.jpg,72821,icon,,2020,4,0
14,517,Simone Martini,head-of-virgin-mary-cretan-school-17th-c-pushkin-museum,https://uploads4.wikiart.org/00332/images/orthodox-icons/head-of-virgin-mary-cretan-school-17th-c-pushkin-museum.jpg!Large.jpg,71008,icon,,2019,5,0
48,518,Piero della Francesca,eotokos-of-tolga-1655,https://uploads8.wikiart.org/00332/images/orthodox-icons/theotokos-of-tolga-1655.jpg!Large.jpg,44179,icon,,2020,5,0
29,519,Duccio,608ab325edc2c93540dfd9b1,https://uploads0.wikiart.org/00338/images/orthodox-icons/608ab325edc2c93540dfd9b1.jpg!Large.jpg,74619,icon,,2020,8,0
9,520,Herrad of Landsberg,-1,https://uploads5.wikiart.org/00333/images/orthodox-icons/-1.jpg!Large.jpg,65482,icon,,2018,6,0
16,521,Melchior Broederlam,holy-wisdom-1670s-yaroslavl-art-museum-1,https://uploads7.wikiart.org/00338/images/orthodox-icons/holy-wisdom-1670s-yaroslavl-art-museum-1.jpg!Large.jpg,55632,icon,,2018,10,0
37,522,Lorenzo Ghiberti,12.png,https://uploads4.wikiart.org/00338/images/orthodox-icons/12.png,91221,icon,,2019,4,0
29,523,Duccio,holy-wisdom-17th-c-rybinsk-museum-1,https://uploads2.wikiart.org/00338/images/orthodox-icons/holy-wisdom-17th-c-rybinsk-museum-1.jpg!Large.jpg,32646,icon,,2018,2,1
1,524,Byzantine Mosaics,tsarevna-sofia-s-tomb-ikonostasis-06,https://uploads3.wikiart.org/00332/images/orthodox-icons/tsarevna-sofia-s-tomb-ikonostasis-06.jpg!Large.jpg,87233,icon,,2021,3,0
39,525,Il Sassetta (Stefano di Giovanni),simeon-stylites-and-john-the-warrior-17-18-c-yaroslavl-museum,https://uploads1.wikiart.org/00339/images/orthodox-icons/simeon-stylites-and-john-the-warrior-17-18-c-yaroslavl-museum.jpg!Large.jpg,92216,icon,,2018,5,0
7,526,Facundus,svjatij-mikolaj,https://uploads0.wikiart.org/00333/images/orthodox-icons/svjatij-mikolaj.jpg!Large.jpg,45050,icon,,2018,9,0
11,527,Alberto Sotio,6059b2a5edc2c9613c909938!Large,https://uploads0.wikiart.org/00333/images/orthodox-icons/6059b2a5edc2c9613c909938.JPG!Large.JPG,84537,icon,,2018,7,0
43,528,Masaccio,xvii,https://uploads6.wikiart.org/00333/images/orthodox-icons/xvii.jpg,11778,icon,,2021,6,1
13,529,Pietro Lorenzetti,xvii-1,https://uploads8.wikiart.org/00333/images/orthodox-icons/xvii-1.jpg,51548,icon,,2018,7,0
2,530,Orthodox Icons,xvii-2,https://uploads8.wikiart.org/00333/images/orthodox-icons/xvii-2.jpg,72494,icon,,2019,10,0
18,531,Master Francke,xvii-3,https://uploads8.wikiart.org/00333/images/orthodox-icons/xvii-3.jpg,16662,icon,,2019,5,1
37,532,Lorenzo Ghiberti,xv-i,https://uploads6.wikiart.org/00333/images/orthodox-icons/xv-i.jpg,97570,icon,,2021,3,0
48,533,Piero della Francesca,pokrova-intercession-of-the-holy-virgin-with-the-portrait-of-hetman-bohdan-khmelnytsky-kyiv-region,https://uploads2.wikiart.org/00333/images/orthodox-icons/pokrova-intercession-of-the-holy-virgin-with-the-portrait-of-hetman-bohdan-khmelnytsky-kyiv-region.jpg!Large.jpg,10136,"icon,portrait",,2021,1,1
2,534,Orthodox Icons,#NAME?,https://uploads2.wikiart.org/00333/images/orthodox-icons/xv-i-xv-i.jpg,41883,icon,,2021,6,0
31,535,Paolo Veneziano,1729-5.png,https://uploads8.wikiart.org/00333/images/orthodox-icons/1729-5.png,36132,icon,,2021,7,1
36,536,Filippo Brunelleschi,1729-4.png,https://uploads8.wikiart.org/00333/images/orthodox-icons/1729-4.png,47778,icon,,2019,3,0
31,537,Paolo Veneziano,605dba81edc2c9a2f0bd8abe,https://uploads0.wikiart.org/00333/images/orthodox-icons/605dba81edc2c9a2f0bd8abe.jpg!Large.jpg,21395,icon,,2019,8,1
43,538,Masaccio,xviii-3,https://uploads0.wikiart.org/00333/images/orthodox-icons/xviii-3.jpg,86105,icon,,2019,4,0
12,539,Claricia,605dba84edc2c9a2f0bd9fcb,https://uploads0.wikiart.org/00333/images/orthodox-icons/605dba84edc2c9a2f0bd9fcb.jpg!Large.jpg,43375,icon,,2021,8,0
20,540,Álvaro Pires de Évora,xv-ii-6,https://uploads0.wikiart.org/00333/images/orthodox-icons/xv-ii-6.jpg,43727,icon,,2018,3,0
41,541,Paolo Uccello,605dba80edc2c9a2f0bd83c6.jpeg!Large.jpeg,https://uploads2.wikiart.org/00333/images/orthodox-icons/605dba80edc2c9a2f0bd83c6.jpeg!Large.jpeg,90125,icon,,2018,7,0
20,542,Álvaro Pires de Évora,605dba83edc2c9a2f0bd9a3e,https://uploads0.wikiart.org/00333/images/orthodox-icons/605dba83edc2c9a2f0bd9a3e.jpg!Large.jpg,49901,icon,,2021,9,0
36,543,Filippo Brunelleschi,605dba80edc2c9a2f0bd80a2,https://uploads0.wikiart.org/00333/images/orthodox-icons/605dba80edc2c9a2f0bd80a2.jpg!Large.jpg,24608,icon,,2019,4,1
13,544,Pietro Lorenzetti,2-xviii-1,https://uploads2.wikiart.org/00333/images/orthodox-icons/2-xviii-1.jpg,64035,icon,,2020,4,0
39,545,Il Sassetta (Stefano di Giovanni),xv-ii-4,https://uploads0.wikiart.org/00333/images/orthodox-icons/xv-ii-4.jpg,32995,icon,,2019,4,1
40,546,Fra Angelico,xviii-2,https://uploads1.wikiart.org/00333/images/orthodox-icons/xviii-2.jpg!Large.jpg,96012,icon,,2018,9,0
7,547,Facundus,605dba79edc2c9a2f0bd5390,https://uploads0.wikiart.org/00333/images/orthodox-icons/605dba79edc2c9a2f0bd5390.jpg!Large.jpg,67310,icon,,2018,5,0
27,548,Fayum portrait,icon-iakovos-moskos,https://uploads4.wikiart.org/00332/images/orthodox-icons/icon-iakovos-moskos.jpg!Large.jpg,19144,icon,,2021,5,1
40,549,Fra Angelico,holy-wisdom-yaroslavl-19th-c-priv-coll,https://uploads5.wikiart.org/00338/images/orthodox-icons/holy-wisdom-yaroslavl-19th-c-priv-coll.jpg!Large.jpg,56857,icon,,2021,9,0
19,550,Limbourg brothers,unburntbush,https://uploads5.wikiart.org/00338/images/orthodox-icons/unburntbush.jpg!Large.jpg,93355,icon,,2020,9,0
16,551,Melchior Broederlam,11.png!Large.png,https://uploads5.wikiart.org/00338/images/orthodox-icons/11.png!Large.png,86056,icon,,2019,8,0
41,552,Paolo Uccello,ntocrator-13th-c-yaroslavl-museum-2,https://uploads4.wikiart.org/00332/images/orthodox-icons/pantocrator-13th-c-yaroslavl-museum-2.jpg!Large.jpg,30050,icon,,2021,7,1
25,553,Viking art,gregor-palamas-by-north-greece-anonym-15th-c-pushkin-museum,https://uploads8.wikiart.org/00332/images/orthodox-icons/gregor-palamas-by-north-greece-anonym-15th-c-pushkin-museum.jpg!Large.jpg,65574,icon,,2018,8,0
45,554,Filippo Lippi,angel-presents-monk-pachomius-cenobitic-monastic-charter,https://uploads5.wikiart.org/images/andrei-rublev/angel-presents-monk-pachomius-cenobitic-monastic-charter.jpg!Large.jpg,10201,religious painting,"Christianity, saints-and-apostles, angels-and-archangels, St.-Pachomius",2019,9,1
27,555,Fayum portrait,prophet-daniel,https://uploads8.wikiart.org/images/andrei-rublev/prophet-daniel.jpg!Large.jpg,39901,religious painting,"Christianity, Old-Testament, Daniel, prophets",2020,6,1
16,556,Melchior Broederlam,st-john-the-evangelist,https://uploads7.wikiart.org/images/andrei-rublev/st-john-the-evangelist.jpg!Large.jpg,78309,miniature,"Christianity, saints-and-apostles, Khitrovo-Gospels, Textile",2021,5,0
31,557,Paolo Veneziano,st-laurus,https://uploads3.wikiart.org/images/andrei-rublev/st-laurus.jpg!Large.jpg,19304,religious painting,"Christianity, saints-and-apostles, St.-Laurus",2018,1,1
39,558,Il Sassetta (Stefano di Giovanni),st-luke-the-evangelist,https://uploads7.wikiart.org/images/andrei-rublev/st-luke-the-evangelist.jpg!Large.jpg,54668,miniature,"Christianity, arts-and-crafts, saints-and-apostles, St.Luke, Khitrovo-Gospels",2021,6,0
38,559,Donatello,st-marc-the-evangelist,https://uploads7.wikiart.org/images/andrei-rublev/st-marc-the-evangelist.jpg!Large.jpg,65677,miniature,"Christianity, saints-and-apostles, St.Mark, Khitrovo-Gospels",2018,4,0
7,560,Facundus,st-matthew-the-evangelist,https://uploads1.wikiart.org/images/andrei-rublev/st-matthew-the-evangelist.jpg!Large.jpg,55900,miniature,"Christianity, saints-and-apostles, St.-Matthew, Khitrovo-Gospels",2020,2,0
21,561,Pisanello,the-angel-of-matthew,https://uploads5.wikiart.org/images/andrei-rublev/the-angel-of-matthew.jpg!Large.jpg,59671,miniature,"Christianity, saints-and-apostles, St.-Matthew, angels-and-archangels, Khitrovo-Gospels",2019,3,0
25,562,Viking art,e-calf-of-st-luke,https://uploads4.wikiart.org/images/andrei-rublev/the-calf-of-st-luke.jpg!Large.jpg,89924,miniature,"Christianity, saints-and-apostles, St.Luke, Khitrovo-Gospels",2021,6,0
11,563,Alberto Sotio,the-eagle-of-st-john-the-evangelist,https://uploads2.wikiart.org/images/andrei-rublev/the-eagle-of-st-john-the-evangelist.jpg!Large.jpg,59028,miniature,"Christianity, saints-and-apostles, Khitrovo-Gospels, Pigeonsanddoves, Bird, Goose",2020,6,0
5,564,Ende,the-lion-of-st-marc,https://uploads4.wikiart.org/images/andrei-rublev/the-lion-of-st-marc.jpg!Large.jpg,32859,miniature,"Christianity, saints-and-apostles, St.Mark, Khitrovo-Gospels",2018,2,1
5,565,Ende,the-virgin-of-vladimir,https://uploads7.wikiart.org/images/andrei-rublev/the-virgin-of-vladimir.jpg!Large.jpg,84892,"religious painting,icon","Christianity, Virgin-and-Child, Holyplaces",2018,2,0
5,566,Ende,venerable-barlaam-and-his-disciple-prince-josaphat,https://uploads8.wikiart.org/images/andrei-rublev/venerable-barlaam-and-his-disciple-prince-josaphat.jpg!Large.jpg,27609,religious painting,"Christianity, saints-and-apostles, St.-Josaphat, St.-Barlaam, Barlaam-and-Josaphat",2019,9,1
5,567,Ende,annunciation-1405,https://uploads2.wikiart.org/images/andrei-rublev/annunciation-1405.jpg!Large.jpg,82977,"religious painting,icon","Christianity, Annunciation, Virgin-Mary, angels-and-archangels, Archangel-Gabriel, Prophet",2018,1,0
36,568,Filippo Brunelleschi,baptism-of-christ,https://uploads2.wikiart.org/images/andrei-rublev/baptism-of-christ.jpg!Large.jpg,82152,"religious painting,icon","Christianity, saints-and-apostles, Jesus-Christ, Holy-Spirit, Baptism-of-Jesus-Christ, St.JohntheBaptist, History, Ancienthistory, Textile",2019,3,0
4,569,Ivan Rutkovych,lord-s-entry-into-jerusalem-1405,https://uploads8.wikiart.org/images/andrei-rublev/lord-s-entry-into-jerusalem-1405.jpg!Large.jpg,82236,"religious painting,icon","Christianity, Jesus-Christ, Jerusalem",2020,7,0
41,570,Paolo Uccello,transfiguration-of-jesus-1405,https://uploads5.wikiart.org/images/andrei-rublev/transfiguration-of-jesus-1405.jpg!Large.jpg,44768,"religious painting,icon","Christianity, Moses, Jesus-Christ, St.-Peter, Transfiguration, Elijah, Textile, Religiousitem",2019,6,0
5,571,Ende,changel-gabriel-1408,https://uploads7.wikiart.org/images/andrei-rublev/archangel-gabriel-1408.jpg!Large.jpg,12207,"religious painting,icon","Christianity, angels-and-archangels, Archangel-Gabriel",2021,6,1
35,572,Lorenzo Monaco,archangel-michael-1408,https://uploads7.wikiart.org/images/andrei-rublev/archangel-michael-1408.jpg!Large.jpg,46355,"religious painting,icon","Christianity, Archangel-Michael, angels-and-archangels",2021,2,0
38,573,Donatello,ascension-of-jesus-1408,https://uploads8.wikiart.org/images/andrei-rublev/ascension-of-jesus-1408.jpg!Large.jpg,81760,"religious painting,icon","Christianity, saints-and-apostles, Jesus-Christ, Ascension-of-Jesus, Virgin-Mary, angels-and-archangels",2020,2,0
24,574,Hans Holbein the Elder,christ-in-majesty-1408,https://uploads7.wikiart.org/images/andrei-rublev/christ-in-majesty-1408.jpg!Large.jpg,40978,"religious painting,icon","Christianity, Jesus-Christ",2021,9,0
25,575,Viking art,gregory-the-theologian-1408,https://uploads3.wikiart.org/images/andrei-rublev/gregory-the-theologian-1408.jpg!Large.jpg,94483,"religious painting,icon","Christianity, saints-and-apostles, St-Gregory, Textile",2019,9,0
5,576,Ende,harrowing-of-hell-1408,https://uploads7.wikiart.org/images/andrei-rublev/harrowing-of-hell-1408.jpg!Large.jpg,70407,"religious painting,icon","Christianity, saints-and-apostles, Jesus-Christ, HarrowingofHell",2019,3,0
35,577,Lorenzo Monaco,mother-of-god-1408,https://uploads3.wikiart.org/images/andrei-rublev/mother-of-god-1408.jpg!Large.jpg,37162,"religious painting,icon","Christianity, Virgin-Mary, Clothing, Outerwear",2020,7,1
10,578,Nicholas of Verdun,presentation-of-jesus-at-the-temple-1408,https://uploads7.wikiart.org/images/andrei-rublev/presentation-of-jesus-at-the-temple-1408.jpg!Large.jpg,64169,"religious painting,icon","Christianity, Virgin-and-Child, St.-Simon, St.Anne, PresentationofJesusattheTemple, Holyplaces, Prophet",2018,4,0
8,579,Hildegard of Bingen,saint-andrew-1408,https://uploads2.wikiart.org/images/andrei-rublev/saint-andrew-1408.jpg!Large.jpg,27783,"religious painting,icon","Christianity, saints-and-apostles, St.Andrew",2020,4,1
22,580,Stefan Lochner,saint-john-the-baptist-1408,https://uploads3.wikiart.org/images/andrei-rublev/saint-john-the-baptist-1408.jpg!Large.jpg,43696,"religious painting,icon","Christianity, saints-and-apostles, St.JohntheBaptist",2019,2,0
15,581,Ambrogio Lorenzetti,int-john-the-evangelist-1408,https://uploads6.wikiart.org/images/andrei-rublev/saint-john-the-evangelist-1408.jpg!Large.jpg,79264,"religious painting,icon","Christianity, saints-and-apostles",2021,9,0
1,582,Byzantine Mosaics,st-john-chrysostom-1408,https://uploads8.wikiart.org/images/andrei-rublev/st-john-chrysostom-1408.jpg!Large.jpg,83605,"religious painting,icon","Christianity, saints-and-apostles, St.-John-Chrysostom",2020,2,0
48,583,Piero della Francesca,the-last-judgement-1408,https://uploads8.wikiart.org/images/andrei-rublev/the-last-judgement-1408.jpg!Large.jpg,98096,religious painting,"Christianity, Last-Judgment, angels-and-archangels, Byzantinearchitecture, Holyplaces, Arch, Basilica, Building, Ceiling, Dome, Placeofworship",2018,7,0
35,584,Lorenzo Monaco,the-last-judgement-angel-1408,https://uploads5.wikiart.org/images/andrei-rublev/the-last-judgement-angel-1408.jpg!Large.jpg,83679,religious painting,"Christianity, Last-Judgment, cherubs-and-seraphs",2019,5,0
39,585,Il Sassetta (Stefano di Giovanni),the-last-judgement-angel-1408-1,https://uploads7.wikiart.org/images/andrei-rublev/the-last-judgement-angel-1408-1.jpg!Large.jpg,55560,religious painting,"Christianity, Last-Judgment, angels-and-archangels",2021,10,0
17,586,Gentile da Fabriano,the-last-judgement-angels-and-apostles-1408,https://uploads1.wikiart.org/images/andrei-rublev/the-last-judgement-angels-and-apostles-1408.jpg!Large.jpg,86515,religious painting,"Christianity, saints-and-apostles, Last-Judgment, St.-Matthew, St.Andrew, St.Luke, St.Mark, angels-and-archangels, Holyplaces, History, Textile, Ancienthistory",2020,8,0
14,587,Simone Martini,the-last-judgement-angels-and-apostles-1408-1,https://uploads3.wikiart.org/images/andrei-rublev/the-last-judgement-angels-and-apostles-1408-1.jpg!Large.jpg,78761,religious painting,"Christianity, saints-and-apostles, Last-Judgment, St.-Simon, angels-and-archangels, Holyplaces, Textile",2019,1,0
